,sentence,sentiment,topic,sentence_dropped
10927,"lớp thường xuyên đổi giáo viên , nhiều buổi học nghỉ không thông báo .",0,0,lớp thường_xuyên đổi giáo_viên nhiều học nghỉ NOT thông_báo
10928,"thầy dùng quá nhiều thời gian để ghi bài tập trên bảng , em nghĩ thầy nên danh thời gian hướng dẫn bài tập kỹ hơn .",0,0,thầy quá nhiều ghi bài_tập bảng thầy danh hướng_dẫn bài_tập kỹ
10929,"giảng viên dễ chịu trong việc học bù , đổi giờ học .",2,0,giảng_viên dễ_chịu học bù đổi giờ học
10930,ủa mà học có một buổi à dot còn tài liệu tự coi .,0,1,học một dot tài_liệu coi
10931,"đảm bảo giờ dạy trên lớp đầy đủ , đúng giờ .",2,0,giờ dạy lớp đầy_đủ đúng giờ
10932,"thầy dạy kỹ , nhiệt tình .",2,0,thầy dạy kỹ nhiệt_tình
10933,giảng viên nói tiếng anh hơi khó nghe .,0,0,giảng_viên nói tiếng hơi khó
10934,"thầy dạy dễ hiểu , quan tâm sinh viên .",2,0,thầy dạy hiểu quan_tâm sinh_viên
10935,làm nhiều bài kiểm tra quá .,0,1,nhiều kiểm_tra quá
10936,thầy tận tụy với sinh viên .,2,0,thầy tận_tụy sinh_viên
10937,bài giảng nên có trình bày chi tiết hơn .,0,1,giảng trình_bày chi_tiết
10938,giới thiệu chuyên sâu về kiến thức cơ sở dữ liệu .,2,0,giới_thiệu chuyên_sâu kiến_thức cơ_sở dữ_liệu
10939,"giảng viên chuẩn bị bài giảng tốt , công minh trong giảng dạy .",2,0,giảng_viên giảng công_minh giảng_dạy
10940,"giảng dạy nhiệt tình , giúp đỡ sinh viên trong quá trình làm đồ án .",2,0,giảng_dạy nhiệt_tình giúp_đỡ sinh_viên đồ_án
10941,cô giáo rất thân thiện .,2,0,cô_giáo thân_thiện
10942,nhiều lúc em muốn học mà đọc slide của thầy lại khó hiểu lên mạng kiếm thì không thấy .,0,0,nhiều học đọc slide thầy khó hiểu mạng kiếm NOT
10943,nội dung học cũ .,0,1,nội_dung học cũ
10944,thầy rất tận tình và thân thiện .,2,0,thầy tận_tình thân_thiện
10945,cô nói hơi nhanh .,0,1,cô nói hơi nhanh
10946,phòng máy đôi khi quá nhiều máy hoạt động không ổn .,0,2,phòng máy đôi_khi quá nhiều máy hoạt_động NOT ổn
10947,chúng em mong cô cải thiện giọng nói dễ nghe hơn .,0,0,mong cô cải_thiện giọng nói
10948,nội dung khó hiểu .,0,1,nội_dung khó hiểu
10949,không thấy lên lớp .,0,0,NOT lên_lớp
10950,hài lòng với cách dạy cuả cô .,2,0,hài_lòng dạy  cô
10951,giảng viên sử dụng hiệu quả thời gian đến lớp .,2,0,giảng_viên hiệu_quả lớp
10952,"giảng viên ra bài tập nhiều , nhưng ít hướng dẫn giải .",0,0,giảng_viên bài_tập nhiều hướng_dẫn_giải
10953,thầy giảng phần cuối hơi khó tiếp thu .,0,0,thầy giảng hơi khó tiếp_thu
10954,cần cung cấp tài liệu cho sinh viên ngay từ đầu .,0,1,cần cung_cấp tài_liệu sinh_viên đầu
10955,cần tăng cường chất lượng wifi để sinh viên có thể tìm kiếm tài liệu trong quá trình thực hành .,0,2,cần tăng_cường chất_lượng wifi sinh_viên tìm_kiếm tài_liệu thực_hành
10956,có nhiều thời gian chết trong giờ học .,0,2,nhiều chết giờ học
10957,"thầy vui tính , giảng dễ hiểu , áp dụng nhiều ví dụ thực tiễn .",2,0,thầy vui_tính giảng hiểu áp_dụng nhiều ví_dụ thực_tiễn
10958,"không biết ứng dụng , kể cả trên phương diện lý thuyết .",0,3,NOT biết ứng_dụng phương_diện lý_thuyết
10959,"giáo viên rất nhiệt tình , tận tâm với sinh viên !",2,0,giáo_viên nhiệt_tình tận_tâm sinh_viên
10960,"giảng viên giảng dạy hay , vui tính .",2,0,giảng_viên giảng_dạy hay vui_tính
10961,"bài giảng dễ hiểu , tận tụy với sinh viên .",2,0,giảng hiểu tận_tụy sinh_viên
10962,nên có giáo trình song ngữ cả tiếng anh và tiếng việt .,0,1,giáo_trình song_ngữ tiếng tiếng việt
10963,"giờ giấc , cách giảng dạy .",1,0,giờ_giấc giảng_dạy
10964,nên học sinh rất khó tiếp thu .,0,3,học_sinh khó tiếp_thu
10965,thầy dạy rất hay và đưa nhiều kinh nghiệm cá nhân .,2,0,thầy dạy hay nhiều kinh_nghiệm
10966,"thầy nhẹ nhàng , thoải mái , hiền , hướng dẫn thực hành kỹ .",2,0,thầy nhẹ_nhàng thoải_mái hiền hướng_dẫn thực_hành kỹ
10967,phòng học cần lắp thêm quạt và màn che để theo dõi bài giảng của giáo viên tốt hơn .,0,2,phòng học cần lắp quạt màn che theo_dõi giảng giáo_viên
10968,"giảng viên cố gắng tìm đủ thiết bị , dụng cụ cho sinh viên thực hành .",1,0,giảng_viên cố_gắng thiết_bị dụng_cụ sinh_viên thực_hành
10969,cô dạy tốt tính và dễ hiểu !,2,0,cô dạy  hiểu
10970,truyền cảm hứng môn học .,2,0,truyền_cảm_hứng môn_học
10971,"bảo đảm giờ lên lớp , số tiết dạy .",2,0,bảo_đảm giờ lên_lớp tiết dạy
10972,giảng viên chủ động gợi ý những vấn đề quan trọng cần sinh viên tập trung trong một buổi học .,2,0,giảng_viên chủ_động gợi_ý cần sinh_viên một học
10973,"giáo viên tận tâm , nhiệt tình .",2,0,giáo_viên tận_tâm nhiệt_tình
10974,thầy cung cấp kiến thức thực tế nhiều .,2,0,thầy cung_cấp kiến_thức nhiều
10975,lần đầu trong trường  em gặp một thầy như vậy .,2,0,đầu trường một thầy
10976,"hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao .",0,2,hệ_thống máy_tính quá tệ thua hệ học chất_lượng
10977,cô dạy hay nhưng nói tiếng miền wzjwz175 em nghe không được .,0,0,cô dạy hay nói tiếng miền NOT
10978,phát âm không tốt .,0,0,phát_âm NOT
10979,"thực sự em cảm thấy 90 phút thi giấy với đề thi đó là quá sức , dường như không một ai có thể hoàn thành dù rất nỗ lực .",0,1,chín mươi phút thi giấy đề thi quá_sức dường_như NOT một hoàn_thành nỗ_lực
10980,giảng viên nên luyện tập khả năng nói lưu loát và dễ hiểu hơn cho sinh viên !,0,0,giảng_viên luyện_tập khả_năng nói lưu_loát hiểu sinh_viên
10981,cô giáo nhiệt tình giảng bài tốt .,2,0,cô_giáo nhiệt_tình giảng
10982,"thầy hướng dẫn cụ thể , chi tiết , dễ hiểu .",2,0,thầy hướng_dẫn chi_tiết hiểu
10983,cô rất yêu nghề và thương sinh viên .,2,3,cô yêu nghề thương sinh_viên
10984,truyền đạt chưa được thu hút .,0,0,truyền_đạt NOT thu_hút
10985,dạy dễ hiểu !,2,0,dạy hiểu
10986,"thầy giáo rất nhiệt tình , cảm ơn thầy trong thời gian vừa qua .",2,0,thầy_giáo  thầy
10987,cô nhiệt tình với sinh viên .,2,0,cô nhiệt_tình sinh_viên
10988,giảng viên nói dễ nghe .,2,0,giảng_viên nói
10989,"thầy nhiệt tình , vui tính , cách dạy thoải mái , khả năng truyền đạt tốt , quan tâm đến sinh viên .",2,0,thầy nhiệt_tình vui_tính_cách dạy thoải_mái khả_năng truyền_đạt quan_tâm sinh_viên
10990,chúc cô mẹ tròn con vuông nha !,2,0,chúc cô mẹ tròn vuông nha
10991,cô wzjwz244 nhiệt tình giảng dạy và chú tâm đến tâm lý của sinh viên .,2,0,cô nhiệt_tình giảng_dạy chú_tâm tâm_lý sinh_viên
10992,bài giảng trực quan dễ tiếp thu .,2,1,giảng trực_quan tiếp_thu
10993,"học thấy rất phí thời gian , kiến thức thu được chẳng bao nhiêu .",0,3,học phí kiến_thức thu NOT
10994,"thầy giảng dạy hay và nhiệt huyết , luôn có nhiều bài tập sau mỗi chương .",2,0,thầy giảng_dạy hay nhiệt_huyết nhiều bài_tập chương
10995,các bài tập thực hành có lượng bài khá nhiều và tương tự nhau .,0,1,bài_tập thực_hành nhiều tương_tự
10996,"thầy giáo cung cấp các tài liệu đọc thêm , giải đáp thắc mắc của sinh viên cũng như giảng dạy rất tận tình .",2,0,thầy_giáo cung_cấp tài_liệu đọc giải_đáp thắc_mắc sinh_viên giảng_dạy tận_tình
10997,có nhiều dạng bài tập .,2,0,nhiều dạng bài_tập
10998,"nên cung cấp cho sinh viên thêm nhiều tài liệu , cũng như bắt kịp xu thế phát triển của công nghệ để không bị lỗi thời lạc hậu .",0,1,cung_cấp sinh_viên nhiều tài_liệu bắt kịp  phát_triển công_nghệ NOT lỗi_thời 
10999,"thầy hay chém gió quá đà , hoc luôn quá giờ trưa khiến sinh viên mệt mỏi .",0,0,thầy hay chém gió  hoc quá giờ trưa sinh_viên mệt_mỏi
11000,thầy dạy rất vui và rất nhiệt tình .,2,0,thầy dạy vui nhiệt_tình
11001,đề kiểm tra không sát với nội dung bài giảng .,0,0,đề kiểm_tra NOT sát nội_dung giảng
11002,đó là tại sao .,1,3,
11003,gần gũi và giảng dễ hiểu .,2,0,gần_gũi giảng hiểu
11004,"giảng viên nhiệt tình , vui tính , giảm bớt căng thẳng trong quá trình học .",2,0,giảng_viên nhiệt_tình vui_tính NOT căng_thẳng học
11005,"đã gọi là môn học kỹ năng nghề nghiệp , thì nên cập nhật những kỹ năng rõ ràng , mang tính thực tế .",0,1, môn_học kỹ_năng nghề_nghiệp cập_nhật kỹ_năng rõ_ràng
11006,được giáo viên bổ túc thêm nhiều kiến thức hơn so với giáo trình .,2,0,giáo_viên bổ_túc nhiều kiến_thức giáo_trình
11007,cô dạy tận tụy với sinh viên nhưng giảng quá nhanh .,0,0,cô dạy tận_tụy sinh_viên giảng quá nhanh
11008,nội dung giáo viên yêu cầu quá lớn và quá khó trong khi kiến thức cung cấp lại quá ít .,0,0,nội_dung giáo_viên quá quá khó kiến_thức cung_cấp quá
11009,"giảng viên giảng dạy lôi cuốn , nhiệt tình .",2,0,giảng_viên giảng_dạy lôi_cuốn nhiệt_tình
11010,em mong thầy cũng như các giảng viên khác bàn bạc xem xét lại vấn đề về việc điểm danh đối với môi trường đại học .,0,0,mong thầy giảng_viên  xem_xét điểm_danh môi_trường đại_học
11011,lạm dụng giáo trình tiếng anh gây khó khăn cho quá trình tiếp cận kiến thức .,0,0, giáo_trình tiếng khó_khăn tiếp_cận kiến_thức
11012,"tuy nhiên , mọi chuyện như lời nói đã không xảy ra !",0,3,chuyện NOT xảy
11013,có hướng dẫn định hướng nghề nghiệp bổ ích .,2,0,hướng_dẫn định_hướng nghề_nghiệp bổ_ích
11014,"thầy dạy hay , nhiệt tình và dễ hiểu .",2,0,thầy dạy hay nhiệt_tình hiểu
11015,"giáo viên dễ , nói chuyện vui .",2,0,giáo_viên nói_chuyện vui
11016,"thầy trung rất nhiệt tình trong giảng dạy và luôn bám sát nội dung học tập , thường xuyên có bài tập và vận dụng .",2,0,thầy trung nhiệt_tình giảng_dạy bám sát nội_dung học_tập thường_xuyên bài_tập vận_dụng
11017,thầy dạy kỹ .,2,0,thầy dạy kỹ
11018,"thầy rất tận tâm , vui vẻ .",2,0,thầy tận_tâm vui_vẻ
11019,cách trao đổi của thầy qua facebook rất nhanh chóng và gần gũi .,2,0,trao_đổi thầy faceb k nhanh_chóng gần_gũi
11020,em hài lòng nhất là thái độ giảng dạy của thầy rất nhiệt tình .,2,0,hài_lòng thái_độ giảng_dạy thầy nhiệt_tình
11021,có vẻ như đó là thói quen của thầy ạ .,1,0,vẻ thói_quen thầy
11022,"đúng giờ , tận tâm .",2,3,đúng giờ tận_tâm
11023,"lớp học sạch sẽ , thoáng mát .",2,2,lớp_học sạch_sẽ thoáng mát
11024,"giảng viên thân thiện , nhiệt tình với sinh viên .",2,0,giảng_viên thân_thiện nhiệt_tình sinh_viên
11025,"phương pháp dạy hơi nhanh , có thể một số người chưa bắt kịp .",0,0,phương_pháp dạy hơi nhanh NOT bắt kịp
11026,"cô nhiệt tình , cung cấp nhiều bài tập hay và bổ ích .",2,0,cô nhiệt_tình cung_cấp nhiều bài_tập hay bổ_ích
11027,"giảng viên cung cấp nhiều kiến thức bổ ích cho sinh viên , luôn luôn đảm bảo giờ lên lớp , cho bài tập để sinh viên luyện tập nhiều và sửa bài cho sinh viên .",2,0,giảng_viên cung_cấp nhiều kiến_thức bổ_ích sinh_viên giờ lên_lớp bài_tập sinh_viên luyện_tập nhiều sửa sinh_viên
11028,giáo viên .,1,0,giáo_viên
11029,"thưa , em thực sự chưa thực sự hài lòng về tốc độ bài giảng cũng như việc đưa ra những câu hỏi khó của thầy , em luôn mong có sự gợi ý từ thầy trong những câu hỏi với mục tiêu hiểu sâu bài học .",0,0,thưa NOT hài_lòng tốc_độ giảng câu khó thầy mong gợi_ý thầy câu mục_tiêu hiểu sâu bài_học
11030,thầy hạn chế nói xưng hô mày trong lớp .,0,0,thầy hạn_chế nói xưng_hô mày lớp
11031,"nên xắp xếp lịch báo cáo , thuyết trình một cách cụ thể , giúp cho sinh viên chủ động được thời gian cũng như nắm bắt được kiến thức cụ thể của từng buổi .",0,0, xếp lịch báo_cáo thuyết_trình giúp sinh_viên chủ_động nắm_bắt kiến_thức
11032,thầy nên dạy nhiều ví dụ hơn .,0,0,thầy dạy nhiều ví_dụ
11033,em đã biết được cấu trúc dữ liệu là gì .,2,1,biết cấu_trúc dữ_liệu
11034,bài giảng theo version mới nên được cung cấp trước khi bắt đầu buổi học để sinh viên có thể nắm được thông tin mình cần xem trước cho buổi học .,0,1,giảng  cung_cấp học sinh_viên nắm thông_tin cần học
11035,thầy đôi khi bỏ tiết không báo trước .,0,1,thầy đôi_khi bỏ tiết NOT báo
11036,trình độ đề thi không phù hợp với kiến thức trong lớp .,0,0,trình_độ đề thi NOT kiến_thức lớp
11037,"giảng viên nhiệt tình , tận tâm , hòa đồng , giảng hay và hấp dẫn .",2,0,giảng_viên nhiệt_tình tận_tâm hòa đồng giảng hay hấp_dẫn
11038,mong phòng thiết bị chuẩn bị tốt hơn .,0,2,mong phòng thiết_bị
11039,trong quá trình giảng dạy có kèm theo các phương pháp học tập .,2,1,giảng_dạy kèm phương_pháp học_tập
11040,"thầy dạy nhiệt tình , luôn vui vẻ .",2,0,thầy dạy nhiệt_tình vui_vẻ
11041,không kích thích sự phát triển trong lập trình .,0,1,không_kích_thích phát_triển lập_trình
11042,tốc độ giảng bài vừa phải để em có thể dễ dàng theo kịp .,2,0,tốc_độ giảng vừa_phải dễ_dàng kịp
11043,"bên cạnh vấn đề phát âm lỗi , còn là vấn để truyền đạt , thật sự nó rất chán và buồn ngủ , lượng sinh viên đăng ký thì lớn hơn 50 bạn , mà thực trạng đi học thì chỉ khoảng 20 - 25 bạn !",0,1,cạnh phát_âm lỗi vấn truyền_đạt chán buồn_ngủ sinh_viên đăng_ký mươi thực_trạng đi học hai mươi hai mươi lăm
11044,"cô quá nhiệt tình , thầy cô dạy mà đáng thương quá !",2,0,cô quá nhiệt_tình thầy cô dạy thương quá
11045,giúp đỡ tận tình !,2,0,giúp_đỡ tận_tình
11046,"thầy dạy rất tận tâm , dễ hiểu .",2,0,thầy dạy tận_tâm hiểu
11047,cơ sở vật chất cần được cải thiện .,0,2,cơ_sở vật_chất cần cải_thiện
11048,"thái độ dạy hời hợt , những buổi giảng viên "" không kẹt xe "" thì sẽ cho lớp nghỉ sớm để giảng viên "" đi họp "" .",0,0,thái_độ dạy hời_hợt giảng_viên NOT kẹt xe lớp nghỉ giảng_viên đi họp
