,index,comment,n_star,date_time,label,category,sentiment
13687,5901,tien ve be_ngoai may a10s a8 SCORENEGATIVE nha ma a8 SCORENEGATIVE tam gia bay trieu ruoi lan,5,10/9/2019,{STORAGE#Neutral};{PRICE#Neutral};,"STORAGE, PRICE","Neutral, Neutral"
13688,5902,đoi may hong bop sim bop ho bay_gio zay rat kho,4,17/06/2020,{DESIGN#Negative};,DESIGN,Negative
13689,5903,tuyet tam gia mua hai pin sieu trau sac sieu sac 10p camera chup 64mp net game che lq pubg vang muot nong nhe tan_nhiet mat am_thanh to to bat loa bo_cuc cau_hinh tien_ich 9 5 ₫ tru 0 5 ₫ rung nhe ghi_am cuoc_goi,5,25/02/2020,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Neutral, Positive, Positive, Neutral, Positive"
13690,5904,may đo cam_ung man_hinh sai_lam may n ok a,1,21/06/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"FEATURES, GENERAL, SER&ACC","Negative, Negative, Negative"
13691,5905,sam sung galaxy a51 camera tan canh me_met e lun mua,5,16/01/2020,{CAMERA#Positive};{GENERAL#Positive};,"CAMERA, GENERAL","Positive, Positive"
13692,5906,may muot xai em toi pin tuot hoi xai sac đoi cap_nhat khac_phuc,5,19/04/2019,{BATTERY#Neutral};{PERFORMANCE#Positive};,"BATTERY, PERFORMANCE","Neutral, Positive"
13693,5907,đt mua may ok luot web facebook ytb đo hai pin đt e sac bay tieng,3,1/7/2020,{BATTERY#Neutral};{GENERAL#Positive};,"BATTERY, GENERAL","Neutral, Positive"
13694,5908,đien_thoai mua tuan mot_ti long may 50mah ti lag long may lag that_vong đt đoi đoi redme,1,7 ngày trước,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,"BATTERY, PERFORMANCE, GENERAL","Negative, Negative, Negative"
13695,5909,nhan_vien tu_van nhiet_tinh mua mot_chut loi khac_phuc ngayEMOPOSITIVE may pin trau camera đep POSITIVE,4,16/09/2019,{CAMERA#Positive};{BATTERY#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, SER&ACC","Positive, Positive, Positive"
13696,5910,mua nguoi_nha cau_hinh pin trau kem sac 18w gia ngon nhu_ai thien chup anh s1 s1 pro ch p cam 32mp đep u10 gia ngon,5,1/1/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL","Neutral, Positive, Positive, Neutral, Positive"
13697,5911,blutoth may a51 yeu ket_noi loa chap_chon,5,18/01/2020,{FEATURES#Negative};,FEATURES,Negative
13698,5912,cam_ung van man_hinh te toan ve khoa van POSITIVE,2,7/6/2020,{FEATURES#Negative};,FEATURES,Negative
13699,5913,may thiet_ke đep_mat pin cam chup hinh xoa_phong đep hieu_nang may chay,5,22/12/2018,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN","Positive, Neutral, Positive, Positive"
13700,5914,may nang_cap pin nghin tram man_hinh tran vien gia tam muoi tr doanh_so mong_đoi,3,18/06/2020,{OTHERS};,,
13701,5915,mua san_pham đanh_gia phuc_vu tgd van_đe san_pham loi man_hinh nap lung đoi đi đoi giai_quyet van_đe mong tgd lien_he san_xuat xiaomi khac_phuc mac_du fan xiaomi bon that_vong NEGATIVE,2,16/04/2020,{SCREEN#Negative};{SER&ACC#Neutral};,"SCREEN, SER&ACC","Negative, Neutral"
13702,5916,tuan hien_tuong giat lag xuat_hien chay tac vu đon_gian may mua cai_đat noi_chung goi ok POSITIVE,1,5/4/2019,{FEATURES#Positive};{PERFORMANCE#Negative};,"FEATURES, PERFORMANCE","Positive, Negative"
13703,5917,may sac sac may pin mau camera giat giat giat kho_chiu tat_ca ok POSITIVE,3,9/10/2019,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Positive};,"CAMERA, BATTERY, GENERAL","Negative, Negative, Positive"
13704,5918,man_hinh_nhu dong iphone6 plus mua gia chut_it hy_vong gioi_thieu dung_luong pin dong iphone tam,3,13/06/2020,{OTHERS};,,
13705,5919,man_hinh vet gon canh tron_tru hay_la kieu vay_k,4,1 tuần trước,{DESIGN#Negative};,DESIGN,Negative
13706,5920,su_dung đien_thoai muot pin trau cau_hinh sac nhan_vien tu_van nhiet_tinh san_pham qua mua qua tang,5,16/03/2019,{BATTERY#Neutral};{PERFORMANCE#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, SER&ACC","Neutral, Positive, Positive"
13707,5921,may đo dong a10s gia thua may 1trieu may dong samsung te co may loi khac_phuc them mua a10s te NEGATIVE,1,7/2/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"PERFORMANCE, PRICE, GENERAL, SER&ACC","Negative, Negative, Negative, Negative"
13708,5922,san_pham cau_hinh NOTPOS chay NOTPOS muot lam gia,1,2/5/2020,{PERFORMANCE#Negative};{PRICE#Neutral};,"PERFORMANCE, PRICE","Negative, Neutral"
13709,5923,san_pham tuyet_voi lam may game lq đo_hoa ful hd bat fps giat lag,5,10/9/2019,{PERFORMANCE#Positive};{GENERAL#Positive};,"PERFORMANCE, GENERAL","Positive, Positive"
13710,5924,mua roi phat xuoc may co_ma ok lam pin dug luot facebook ig tik tok dug youtube lien_tuc nua sac pin may nong game giat lag,4,29/06/2020,{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Negative};{GENERAL#Positive};,"BATTERY, PERFORMANCE, DESIGN, GENERAL","Neutral, Neutral, Negative, Positive"
13711,5925,may ok cam_bien van nhay lam pin ok chup hinh đep POSITIVE,4,14/09/2019,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, GENERAL","Positive, Negative, Neutral, Positive"
13712,5926,may mua tuan hinh_thuc đo hai đoc bao viet đanh_gia chuc_nang van khoa tat may POSITIVE,4,16/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, DESIGN, GENERAL","Negative, Negative, Positive, Positive"
13713,5927,hoan_thien tiet cam cal video te may muot khoa muot_ma chien game on lq,4,19/12/2019,{CAMERA#Negative};{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"CAMERA, FEATURES, PERFORMANCE, DESIGN","Negative, Positive, Positive, Positive"
13714,5928,may mua hai dung_luong pin chin muoi sau EMOPOSITIVE,3,18/07/2020,{BATTERY#Negative};,BATTERY,Negative
13715,5929,that_vong mua xai hom đien_thoai sac pin sac tram 6 67 bao pin rut sac vo pin pin su_dung bat tiet_kiem pin suc pin cua_hang that_vong cua_hang,1,29/05/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"BATTERY, GENERAL, SER&ACC","Negative, Negative, Negative"
13716,5930,may pin trau xai bao_lau qua_ngay sac hai tieng pin nhan_vien nhiet tinh hi hai_long san_pham,5,10/6/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, GENERAL, SER&ACC","Positive, Positive, Positive"
13717,5931,hai tuan mua đt c3i thac_mac game lien_quan game ngang ful man_hinh ban_phim bao_gio đi đoi may anh_chi,3,3 tuần trước,{FEATURES#Negative};{GENERAL#Positive};,"FEATURES, GENERAL","Negative, Positive"
13718,5932,mua may on POSITIVE,4,16/01/2020,{GENERAL#Positive};,GENERAL,Positive
13719,5933,mua active mat lung op_ep cam_ung loi bam tat man_hinh cai_thien phan_mem camera,1,15/06/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};,"CAMERA, FEATURES, PERFORMANCE, DESIGN","Negative, Negative, Negative, Negative"
13720,5934,hai hang samsung đt ngay_cang te đuoc_cai be_ngoai xai a70 that_vong NEGATIVE,1,13/05/2019,{DESIGN#Positive};{GENERAL#Negative};{SER&ACC#Negative};,"DESIGN, GENERAL, SER&ACC","Positive, Negative, Negative"
13721,5935,may ngon mua toi nhan_vien giao hang đien_thoai tam gia,5,16/05/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive"
13722,5936,may đep cam nap chac_tay_choi game bao muot bat fps giao đong sau muoi hai muoi tam pin nhan_vien nhiet_tinh noi_chung hai_long POSITIVE,5,18/12/2018,{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, DESIGN, GENERAL, SER&ACC","Neutral, Positive, Positive, Positive, Positive"
13723,5937,may đat tien nen chip sapd dung chip exy mua sam sung chip chay,3,28/03/2020,{PERFORMANCE#Negative};{PRICE#Negative};,"PERFORMANCE, PRICE","Negative, Negative"
13724,5938,san_pham pin trau may cam suong chay ung_dung mua tam gia,5,10/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,"BATTERY, PERFORMANCE, DESIGN, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
13725,5939,pin trau sac sac lien_tuc 8h hai bon muoi game pubg lien_quan on wifi hoi kem ngan_cach vat chan mot_so loi thi_thoang đo may giay man hoi moi_mat tom on_ap,4,3/8/2020,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,"SCREEN, FEATURES, BATTERY, PERFORMANCE, GENERAL","Negative, Negative, Positive, Neutral, Positive"
13726,5940,mua may hom_qua 24h su_dung cam_nhan man_hinh đep coi phim game pin trau sac pin muoi tram chin muoi phut song 4g wifi bat on_đinh van may cham NOTPOS van man_hinh lam_quen game muot camera đep noi_chung tam 9tr a70 đap_ung cong_nghe trai nghiem,5,30/04/2019,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"SCREEN, CAMERA, FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Neutral, Positive, Positive, Neutral, Positive"
13727,5941,đien_thoai muot game pin trau camera hot bui liti,4,1/7/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Negative};,"BATTERY, PERFORMANCE, DESIGN","Negative, Positive, Negative"
13728,5942,đa cap_nhat mui1 on cam_on,5,30/11/2019,{PERFORMANCE#Neutral};,PERFORMANCE,Neutral
13729,5943,may chan cam gioi_thieu anh mo mo_nhat nhat chan_that net quang_cao cam_bien van chan thoi_gian đau tach van thinh_thoang xai may man_hinh nhieu li_do vi_sao đau_tien mua đien_thoai cam_thay thoa_man a70,1,22/11/2019,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Negative};,"SCREEN, CAMERA, FEATURES, GENERAL","Negative, Negative, Negative, Negative"
13730,5944,chat_luong pin trau sac POSITIVE,4,8/5/2020,{BATTERY#Positive};{GENERAL#Positive};,"BATTERY, GENERAL","Positive, Positive"
13731,5945,sac pin trau loa be teo tai_nghe kem mau may xau gia tien tam duyet may lau_dai trc mua sam sung 8tr may NOTPOS lam ec ec man_hinh nuot ruoi ruoi chup anh loa to gap đoi may,3,29/06/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};,"SCREEN, CAMERA, FEATURES, BATTERY, DESIGN, PRICE, GENERAL, SER&ACC","Negative, Negative, Negative, Positive, Negative, Neutral, Negative, Negative"
13732,5946,game on muot_ma cam đep game NOTNEG youtobe review am phu_hop nam nhu_cau chien game EMOPOSITIVE EMOPOSITIVE EMOPOSITIVE,5,21/10/2019,{CAMERA#Positive};{PERFORMANCE#Positive};,"CAMERA, PERFORMANCE","Positive, Positive"
13733,5947,mua 3ngay may ok tuy_nhien pin trau man_hinh tu_van cuong_luc xuoc xuat_hien tinh_trang lag may đau_tien c,3,24/04/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Positive};,"BATTERY, PERFORMANCE, DESIGN, GENERAL","Negative, Negative, Negative, Positive"
13734,5948,may ok pin trau game muot man_hinh to mau_sac man_hinh on loa thiet_ke may tre_trung nang_đong,5,7/8/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,"SCREEN, FEATURES, BATTERY, PERFORMANCE, DESIGN, GENERAL","Positive, Positive, Positive, Positive, Positive, Positive"
13735,5949,san_pham nhan_vien phuc_vu nhiet_tinh hai_long voi dich_vu the_gioi di_đong,5,21/10/2019,{GENERAL#Positive};{SER&ACC#Positive};,"GENERAL, SER&ACC","Positive, Positive"
13736,5950,may man_hinh đep thiet_ke chac_chan tinh xai giao_dien m yeu i bat mac su_dung pin ben chip xu_ly tuyet_voi POSITIVE,5,4/5/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,"SCREEN, BATTERY, PERFORMANCE, DESIGN, GENERAL","Positive, Positive, Positive, Positive, Positive"
13737,5951,tam gia toi đoi_hoi nghung đien_thoai mot_ti thong_bao đien_thoai nong tat,3,14/02/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};,"PERFORMANCE, PRICE, GENERAL","Negative, Neutral, Positive"
13738,5952,may đep camera on pin on noi_chung tam gia che mua tgd hung vuong t_gia ray nhan_vien tu_van nhiet_tinh de_thuong ly_do minh toan mua tgd,5,11/6/2019,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, DESIGN, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Neutral, Positive, Positive"
13739,5953,may on_đinh muot_ma hai_long san_pham cho cap nhap muoi,5,22/07/2020,{PERFORMANCE#Positive};{GENERAL#Positive};,"PERFORMANCE, GENERAL","Positive, Positive"
13740,5954,mua may tuan uu_điem may xai gia pin trau chay muot nhuoc_điem wifi bao_gio bon vach xai tai_nghe bluetoth wifi teo tam gia mua mien game đoi_hoi wifi on_đinh,4,21/06/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Negative, Positive, Positive, Neutral, Positive"
13741,5955,may xai ok đanh_gia đanh_gia nhan_vien phuc hu nhiet_tinh mua tgd đuc hoa long_an,5,25/06/2019,{GENERAL#Positive};{SER&ACC#Positive};,"GENERAL, SER&ACC","Positive, Positive"
13742,5956,su_dung san_pham hai tuan san_pham hai_long 4g phim thoai_mai POSITIVE,5,29/10/2019,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13743,5957,may đep muot man_hinh hoi toi xiu pin tut hoi bu sac nhan_vien nhiet_tinh POSITIVE,5,12/8/2020,{SCREEN#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};,"SCREEN, BATTERY, PERFORMANCE, DESIGN, SER&ACC","Negative, Neutral, Positive, Positive, Positive"
13744,5958,mua may bon loi cpu xu_ly cham bat wifi kem ke_ca 3g 4g song đt thoai yeu game 4g muot lam do đang facebok nhan luot uc_che hai hom gui phan_hoi ad hoi_am thuc_su that_vong glaxy a51 te sai_lam mua,1,2/1/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,"FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Negative"
13745,5959,may mua tuan pin tuot cam trc hoi mo nhan_vien phuc_vu tu_van nhiet_tinh on POSITIVE,4,21/07/2019,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, GENERAL, SER&ACC","Negative, Negative, Positive, Positive"
13746,5960,tai_sao_chup hinh ong vang ad binh_thuong vang ky_thuat tu_van giup,1,1 tuần trước,{CAMERA#Negative};,CAMERA,Negative
13747,5961,moi_đau xai cap_nhat phien_ban riet may nong luot web giat lag tro loi phat chan mua may đung cap_nhat phien_ban z xai ngon cap_nhat phien_ban cap_nhat may cham mua may ch yeu tro,1,8/6/2020,{PERFORMANCE#Negative};,PERFORMANCE,Negative
13748,5962,san_pham xai nhan_vien phuc_vu nhiet_tinh ung_y san_pham mua đien_may xanh,5,4/11/2018,{GENERAL#Positive};{SER&ACC#Positive};,"GENERAL, SER&ACC","Positive, Positive"
13749,5963,rom trong 6g 32g he_thong chiem the_nho su_dung mo_rong bo_nho,4,20/04/2020,{DESIGN#Negative};{GENERAL#Neutral};,"DESIGN, GENERAL","Negative, Neutral"
13750,5964,san_pham su_dung hai nhin_chung hien_tuong xay game pin binh_thuong goi luot mang thoai_mai POSITIVE,5,28/10/2019,{BATTERY#Negative};{GENERAL#Positive};,"BATTERY, GENERAL","Negative, Positive"
13751,5965,may xai chuc_nang pin cuc trau game luot wed đac_biet phuc_vu đien_may xanh nhiet_tinh de_thuong mua san_pham yen_tam lam sau,5,1/8/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};,"FEATURES, BATTERY, PERFORMANCE, SER&ACC","Positive, Positive, Positive, Positive"
13752,5966,che on may thiet_ke đep vo nhua nhe mot_so loi co_the khac_phuc giup may tu_đong man_hinh tu_đong hien web quang_cao game lien_tuc kho_chiu truong_hop mong ad giup,5,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, DESIGN, GENERAL","Negative, Negative, Positive, Positive"
13753,5967,nhin_chung may ok hang viet nam chat_luong tong_the on pin trau cau_hinh vua_phai,5,2/3/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, GENERAL, SER&ACC","Positive, Neutral, Positive, Positive"
13754,5968,xai thu noi_chung đt ok pin van linh_tinh nhan_vien tu_van nhiet_tinh hoi de_thuong,5,7/2/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, BATTERY, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
13755,5969,tuan su_dung ket_noi_mang te NOTPOS san_pham pin trau noi_chung,1,6/4/2020,{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Negative};,"FEATURES, BATTERY, GENERAL","Negative, Positive, Negative"
13756,5970,coi quang_cao huawei tuyet_voi mua p30 lite that_vong vo_cung camera chup xau mong_đoi,1,25/04/2019,{CAMERA#Negative};{GENERAL#Negative};,"CAMERA, GENERAL","Negative, Negative"
13757,5971,đt mua man_hinh đo quai đoi thay_đoi đi đoi hang ton phi 10phan tram ton mo tien nge samsung a50s so,3,7/11/2019,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};,"FEATURES, PRICE, GENERAL","Negative, Negative, Negative"
13758,5972,test thu mot_vai game pubgm fifa 20m pes2020 v v roig đt muot_ma chac_chan đien_thoai,5,9/2/2020,{PERFORMANCE#Positive};,PERFORMANCE,Positive
13759,5973,đot cap_nhat vos3 loi game đot_nhien sap k,3,14/08/2020,{PERFORMANCE#Negative};,PERFORMANCE,Negative
13760,5974,pin khoe_cau_hinh on_đinh may tam gia phan khuc 3tr may hop_li,5,29/10/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Neutral, Positive"
13761,5975,may muot pin trau sac 30 10 bon_muoi bon phan_van mua,5,20/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13762,5976,mua tuan noi_chung on pin trau man_hinh khe đep ghe man_hinh samsung che,5,1 tuần trước,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, BATTERY, GENERAL","Positive, Positive, Positive"
13763,5977,xai tuan cam_nhan cuc pin trau tinh_nang EMOPOSITIVE thoi_gian the_nao noi_chung hoi_han,5,5/5/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13764,5978,mua vivo y1 đoi_voi tam gia may nhu_vay ngon hai_long nhan_vien dmx phuc_vu nhiet_tinh chuyen_nghiep tu_van giup mua gia khuyen_mai an_tam su_dung bao_hanh_chinh hang cam_on dmx,5,31/10/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive"
13765,5979,ngon bo re tau xong thay vua_y cap_nhat pin on sac chup inh đep luot wed vu vu cam_ung nhay game ban tui xai ok may,5,10/7/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Positive"
13766,5980,chang cam day cui trong gan nguoi_ta đen led thong_bao đen bao sac đen bao nhan đen bao goi lo nhuoc_điem that_su kho_chiu NEGATIVE,3,9/2/2020,{DESIGN#Negative};,DESIGN,Negative
13767,5981,mua may san_pham tuyet may đep mau chup hinh ban sac loa to chay game muot đong_tien,5,2/11/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, DESIGN, PRICE, GENERAL","Positive, Positive, Positive, Positive, Positive, Positive"
13768,5982,tiec loa ack cam tai_nghe to chang ban_pubg,4,1 tuần trước,{FEATURES#Negative};{DESIGN#Negative};,"FEATURES, DESIGN","Negative, Negative"
13769,5983,hai su_dung may gia re chat_luong hoang thien cam_giac cam nam on thao_tac vuot canh vien hai NOTNEG can san_pham_gia re may đap_ung nhu_cau su_dung co_ban goi nhan_tin youtube facebok zalo luot web tom galaxy e bay n ok a 2 3 n ok a trai nghiem su_dung tinh_nang co_ban cuc_ky hai_long POSITIVE,5,29/02/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, DESIGN, PRICE, GENERAL","Positive, Positive, Positive, Positive, Positive"
13770,5984,mua hai muoi may hinh khoi_đong qua_te pin ok may chay ok POSITIVE,1,27/03/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Positive, Negative, Positive"
13771,5985,song yeu NOTPOS đt tang tam ba_bon tang vach song van kem khoa khuon_mat,3,3/10/2019,{FEATURES#Negative};,FEATURES,Negative
13772,5986,san_pham may đep cam đep l tam phan khuc sieu xin so nhan_vien nhiet_tinh 3,5,2 tuần trước,{CAMERA#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, DESIGN, PRICE, GENERAL, SER&ACC","Positive, Positive, Neutral, Positive, Positive"
